analysis_family,scope,dataset,model_scope,method,estimand_scope,scenario,severity,metric,estimate,ci_low_95,ci_high_95,n_dataset_strata,n_seed_clusters,bootstrap_replicates,replicate_unit
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,0.5,sign_all,0.9225,0.9143174603174604,0.9326587301587301,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,0.5,spearman_all,0.8650591108238168,0.8552367146288714,0.8740731563280584,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,0.5,spearman_all,0.8283369963369964,0.8137631257631257,0.8392478632478634,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,0.5,spearman_all,0.9398562091503267,0.9348039215686275,0.9467647058823528,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,0.5,spearman_all,0.826984126984127,0.8033862433862435,0.8504761904761905,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top3_all,0.8417283950617285,0.8301234567901234,0.8520987654320988,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top3_all,0.8370370370370372,0.8111111111111111,0.8570370370370372,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top3_all,0.8725925925925926,0.8629629629629629,0.8807407407407408,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top3_all,0.8155555555555555,0.7911111111111111,0.8362962962962964,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top5_all,0.8394074074074075,0.8317037037037038,0.8465185185185186,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top5_all,0.7928888888888891,0.7786666666666668,0.8071111111111113,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top5_all,0.8782222222222223,0.869777777777778,0.8857777777777779,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,0.5,top5_all,0.8471111111111111,0.8293333333333335,0.8600000000000001,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.0,cosine_all,0.9286562370899669,0.9252812449477138,0.9320447297124501,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.0,cosine_all,0.9011110094358292,0.8950721278869578,0.9079542027312305,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.0,cosine_all,0.935814413009995,0.9304413370741415,0.9411015593247705,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.0,cosine_all,0.9490432888240765,0.9430700943887143,0.9550164832594389,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.0,sign_all,0.8572042689820467,0.8489110768603825,0.8647328014064125,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.0,sign_all,0.8071963715297048,0.798464664964665,0.812291757625091,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.0,sign_all,0.9248317793317794,0.9191722845056178,0.930491274157941,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.0,sign_all,0.839584656084656,0.816920634920635,0.8602857142857143,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.0,spearman_all,0.7504916325504561,0.7356947498942598,0.7647490515294438,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.0,spearman_all,0.6734945054945055,0.6506373626373627,0.6934017094017094,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.0,spearman_all,0.8779803921568627,0.8676078431372549,0.8857320261437909,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.0,spearman_all,0.7,0.6616931216931217,0.7383068783068782,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top3_all,0.7792592592592594,0.7666666666666667,0.7935864197530864,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top3_all,0.7725925925925926,0.7533333333333334,0.7896296296296297,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top3_all,0.8155555555555557,0.802962962962963,0.8274074074074074,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top3_all,0.7496296296296296,0.7222222222222221,0.7866666666666666,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top5_all,0.7749629629629631,0.7622222222222224,0.7874074074074074,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top5_all,0.7093333333333335,0.6853333333333335,0.7271111111111113,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top5_all,0.8284444444444446,0.8151111111111113,0.8400000000000001,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.0,top5_all,0.7871111111111112,0.7586666666666668,0.816888888888889,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.5,cosine_all,0.8856170642199576,0.8767705107259046,0.8929035614525666,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.5,cosine_all,0.860142786207059,0.858175894250706,0.8625553585322375,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.5,cosine_all,0.8848752769335843,0.8772088089304994,0.8925417449366687,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.5,cosine_all,0.9118331295192291,0.8867999426956408,0.9316019557522726,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.5,sign_all,0.8098418125084793,0.8016098448105393,0.818499481614065,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.5,sign_all,0.7468375205041873,0.7351563066563067,0.7591833475166809,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.5,sign_all,0.8765768059101393,0.8673239784906451,0.8885273769440436,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.5,sign_all,0.8061111111111112,0.787899470899471,0.826478835978836,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.5,spearman_all,0.6673350331585626,0.6532294975540074,0.6827904999321667,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.5,spearman_all,0.5639462759462761,0.5438730158730161,0.5820659340659342,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.5,spearman_all,0.8125032679738562,0.7946993464052288,0.8339607843137256,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.5,spearman_all,0.6255555555555555,0.5945502645502645,0.6643915343915345,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top3_all,0.7232098765432099,0.7101234567901235,0.7382716049382717,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top3_all,0.7081481481481482,0.6844444444444445,0.737037037037037,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top3_all,0.76,0.7503703703703704,0.7696296296296297,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top3_all,0.7014814814814815,0.6748148148148149,0.7355555555555556,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top5_all,0.745777777777778,0.7345185185185187,0.7576296296296298,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top5_all,0.6835555555555557,0.6751111111111112,0.6911111111111111,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top5_all,0.7760000000000001,0.7591111111111112,0.792888888888889,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,1.5,top5_all,0.7777777777777779,0.7502222222222225,0.8066666666666669,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,2.0,cosine_all,0.8347916218694111,0.8233828297273867,0.8441140478138015,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,2.0,cosine_all,0.8205543864834717,0.8046732392607405,0.8336602439839483,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,2.0,cosine_all,0.8211949331836088,0.8135615417469575,0.8282159509805668,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,2.0,cosine_all,0.8626255459411531,0.8322902937772204,0.8831225847921681,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,2.0,sign_all,0.784902747458303,0.7752902303714805,0.7950085614231448,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,2.0,sign_all,0.7226170804504137,0.7033461970128636,0.741887963887964,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,2.0,sign_all,0.8438980402313737,0.8288241573241575,0.8576914258580925,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,2.0,sign_all,0.7881931216931217,0.7714100529100528,0.8086216931216932,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,2.0,spearman_all,0.6160631648670865,0.5978952109618777,0.6345035818030917,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,2.0,spearman_all,0.5028278388278389,0.4644004884004884,0.5412551892551895,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,2.0,spearman_all,0.7490653594771242,0.7286274509803922,0.7716143790849672,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,2.0,spearman_all,0.5962962962962963,0.563862433862434,0.6287301587301588,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top3_all,0.6775308641975308,0.6659259259259259,0.6891358024691359,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top3_all,0.6659259259259259,0.6511111111111111,0.6807407407407406,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top3_all,0.7140740740740741,0.6881481481481482,0.74,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top3_all,0.6525925925925926,0.6348148148148148,0.6696296296296296,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top5_all,0.7013333333333334,0.6902222222222223,0.7125925925925927,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top5_all,0.6342222222222224,0.6262222222222223,0.6435555555555557,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top5_all,0.7271111111111113,0.7093333333333336,0.7435555555555557,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,mean_shift,2.0,top5_all,0.7426666666666668,0.7151111111111114,0.7702222222222224,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,missing,0.1,cosine_all,0.9951046492889528,0.9943002223325745,0.9958636153685106,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,missing,0.1,cosine_all,0.9967379241731594,0.9960098788140741,0.997360653947935,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,missing,0.1,cosine_all,0.9925626648362016,0.9912863484523486,0.9938768285398861,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,missing,0.1,cosine_all,0.9960133588574974,0.9941028375863892,0.9976789679941425,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,missing,0.1,sign_all,0.9888337310837311,0.9863308750662919,0.9910628756531534,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,missing,0.1,sign_all,0.9958294051627383,0.9941907968574635,0.9974713804713804,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,missing,0.1,sign_all,0.9889336928503596,0.9863288902455569,0.9915384954551621,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,missing,0.1,sign_all,0.9817380952380953,0.9751269841269842,0.9874100529100529,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,missing,0.1,spearman_all,0.9774055000917746,0.9728054364480835,0.9813438309511839,3,15,10000,seed_cluster_within_fixed_dataset_stratum
explanation,per_dataset,adult,all_models_fixed_average,lime,local attribution,missing,0.1,spearman_all,0.9861489621489623,0.9821245421245421,0.9900073260073261,1,5,10000,seed_cluster
explanation,per_dataset,bank-marketing,all_models_fixed_average,lime,local attribution,missing,0.1,spearman_all,0.9819934640522876,0.9794052287581699,0.9848169934640524,1,5,10000,seed_cluster
explanation,per_dataset,electricity,all_models_fixed_average,lime,local attribution,missing,0.1,spearman_all,0.9640740740740741,0.9516931216931217,0.9744973544973545,1,5,10000,seed_cluster
explanation,fixed_dataset_macro,all_fixed_strata,all_models_fixed_average,lime,local attribution,missing,0.1,top3_all,0.9730864197530865,0.9679012345679011,0.9782716049382717,3,15,10000,seed_cluster_within_fixed_dataset_stratum
